"","x"
"2533",9.41180667
"2534",10.32586932
"2535",8.975174597
"2536",9.587972689
"2537",9.051433598
"2538",7.829910475
"2539",11.0546712
"2540",10.11736555
"2541",8.890502371
"2542",11.5067747
"2543",6.050132462
"2544",8.547953528
"2545",11.02707723
"2546",8.428751672
"2547",8.964017309
"2548",10.90677194
"2549",6.939355996
"2550",8.160518587
"2551",9.883859847
"2552",11.24453795
"2553",7.494513269
"2554",8.816718002
"2555",7.54754976
"2556",2.981660127
"2557",6.012234798
"2558",5.057320865
"2559",9.761677741
"2560",10.03421041
"2561",9.944638045
"2562",7.757118951
"2563",5.998151007
"2564",6.742513342
"2565",12.00512866
"2566",8.48922346
"2567",9.874611086
"2568",8.850323442
"2569",6.021431472
"2570",10.98643725
"2571",12.86584518
"2572",7.963823768
"2573",8.135649703
"2574",11.47747455
"2575",7.50132438
"2576",10.92849986
"2577",7.698230782
"2578",6.02190602
"2579",14.2764228
"2580",7.557720347
"2581",9.930311917
"2582",11.31176965
"2583",8.097590183
"2584",13.66952252
"2585",9.548155555
"2586",13.31686625
"2587",9.441742529
"2588",6.12268744
"2589",11.7990061
"2590",9.156417704
"2591",8.434287031
"2592",9.824990976
"2593",8.848344292
"2594",11.08067528
"2595",9.451485168
"2596",9.862402076
"2597",12.91390536
"2598",11.26738535
"2599",7.137206813
"2600",11.36677469
"2601",10.70615438
"2602",8.697126743
"2603",9.935445814
"2604",10.8493067
"2605",8.537144902
"2606",9.712759343
"2607",9.9036835
"2608",12.07116859
"2609",10.13437445
"2610",10.84402562
"2611",10.83407442
"2612",9.813229167
"2613",9.791863202
"2614",11.3684895
"2615",9.142414441
"2616",8.831223713
"2617",9.06735812
"2618",8.763779952
"2619",8.273719737
"2620",9.530049788
"2621",12.80023616
"2622",6.008433258
"2623",12.1865654
"2624",6.676131384
"2625",9.045451607
"2626",9.981985066
"2627",11.10358735
"2628",11.3176813
"2629",8.201429918
"2630",9.409973581
"2631",12.32500005
"2632",10.99375192
"2633",6.682509786
"2634",12.64145481
"2635",8.163326078
"2636",9.195577268
"2637",11.01288698
"2638",12.88543813
"2639",8.573548273
"2640",6.000949042
"2641",10.62937718
"2642",6.491963376
"2643",11.46726959
"2644",10.20646891
"2645",9.926404293
"2646",10.43482559
"2647",10.78916099
"2648",9.095058939
"2649",9.599000798
"2650",9.461585062
"2651",12.80797737
"2652",10.22809781
"2653",6.174705191
"2654",11.64826492
"2655",12.33959385
"2656",7.246302616
"2657",9.775769505
"2658",7.434735194
"2659",8.457902335
"2660",7.12196297
"2661",8.087868485
"2662",8.680227021
"2663",12.98507072
"2664",11.76936274
"2665",14.02802463
"2666",10.10878931
"2667",9.562223902
"2668",11.36031312
"2669",10.20365527
"2670",9.185237955
"2671",9.288351909
"2672",7.312067238
"2673",6.060929136
"2674",10.21575715
"2675",7.65718674
"2676",9.786012202
"2677",12.471939
"2678",11.21417992
"2679",6.853614447
"2680",13.43355237
"2681",7.713631752
"2682",9.258610206
"2683",12.40664251
"2684",9.686646132
"2685",8.244565761
"2686",8.696301426
"2687",12.2270908
"2688",12.18222185
"2689",11.5736352
"2690",11.11220744
"2691",12.15525945
"2692",7.597575137
"2693",10.50269392
"2694",7.033725276
"2695",14.19204685
"2696",7.879414915
"2697",4.944440819
"2698",10.11978959
"2699",6.669677649
"2700",11.38020425
"2701",8.434162359
"2702",9.631550531
"2703",8.279677224
"2704",8.963903903
"2705",9.188047542
"2706",10.4967134
"2707",8.962729661
"2708",8.232714075
"2709",15.01944674
"2710",7.960993036
"2711",8.636501228
"2712",10.1192923
"2713",10.32705624
"2714",9.487833009
"2715",7.575351504
"2716",9.387638382
"2717",8.505835563
"2718",9.960551555
"2719",9.231105278
"2720",9.104714251
"2721",11.95181797
"2722",9.109859485
"2723",14.67607966
"2724",13.15697405
"2725",8.135295532
"2726",9.417297888
"2727",10.38007653
"2728",7.010311921
"2729",6.118801719
"2730",11.78888019
"2731",4.785402309
"2732",9.243056275
"2733",9.776934808
"2734",10.11115704
"2735",7.776313832
"2736",10.72780737
"2737",10.36138787
"2738",8.00627709
"2739",11.52175564
"2740",9.194604015
"2741",6.096155618
"2742",9.007202072
"2743",11.70595523
"2744",11.09007737
"2745",8.828108738
"2746",8.293313238
"2747",11.40694913
"2748",8.734852357
"2749",7.08864521
"2750",12.66579296
"2751",13.98689226
"2752",7.888416152
"2753",6.431820657
"2754",12.90843303
"2755",10.96692089
"2756",11.57117015
"2757",8.757205822
"2758",10.30984058
"2759",9.019605905
"2760",8.454381492
"2761",9.828791194
"2762",8.940193231
"2763",8.39226315
"2764",13.65120325
"2765",11.47023384
"2766",9.12546834
"2767",7.445095765
"2768",10.9305454
"2769",9.171968061
"2770",7.412743502
"2771",9.21492454
"2772",10.06570335
"2773",11.84362441
"2774",12.49376554
"2775",10.5693208
"2776",8.504144279
"2777",7.583473956
"2778",8.09937083
"2779",12.67745421
"2780",10.83675205
"2781",14.89012136
"2782",10.74958925
"2783",8.568840523
"2784",10.23584713
"2785",6.398822064
"2786",11.4518926
"2787",12.38416855
"2788",11.30842385
"2789",8.180258336
"2790",12.19390696
"2791",7.839013622
"2792",8.950747397
"2793",8.770626085
"2794",7.634302107
"2795",10.84080754
"2796",8.200032276
"2797",13.50453365
"2798",7.579432664
"2799",11.11577292
"2800",11.23239079
"2801",9.956084741
"2802",8.956912514
"2803",10.42745316
"2804",7.038684842
"2805",10.65120165
"2806",10.95220411
"2807",9.947020919
"2808",8.012540497
"2809",8.87765349
"2810",10.3503634
"2811",8.614299605
"2812",8.316896299
"2813",7.641617737
"2814",9.507125262
"2815",5.285778478
"2816",11.31338573
"2817",3.994929285
"2818",11.01331029
"2819",9.019474457
"2820",9.939220407
"2821",7.199503005
"2822",7.303419272
"2823",12.19781397
"2824",13.93953507
"2825",9.847845465
"2826",11.6849342
"2827",3.905720458
"2828",10.70575073
"2829",12.35320728
"2830",10.19968621
"2831",12.96587214
"2832",9.847887872
"2833",11.34561373
"2834",7.227062688
"2835",10.10472558
"2836",10.26227657
"2837",9.432542989
"2838",6.867561426
"2839",5.876187656
"2840",12.36843833
"2841",11.85991309
"2842",10.82331484
"2843",10.34477384
"2844",11.02416162
"2845",7.857453143
"2846",10.35280174
"2847",9.747689824
"2848",8.102602728
"2849",9.31677941
"2850",7.236623039
"2851",7.980771163
"2852",8.586098015
"2853",7.514097096
"2854",8.82119904
"2855",8.313009922
"2856",9.91429637
"2857",5.991946288
"2858",8.48216787
"2859",7.533191756
"2860",12.98329528
"2861",10.06572539
"2862",11.81849155
"2863",12.24210296
"2864",13.66255189
"2865",10.56769337
"2866",9.738212087
"2867",11.379488
"2868",9.088749148
"2869",10.84733069
"2870",11.80184364
"2871",9.79651894
"2872",6.805353193
"2873",8.859502646
"2874",9.406966355
"2875",10.57569713
"2876",13.5065034
"2877",10.32105492
"2878",8.90097849
"2879",10.00246126
"2880",10.53609195
"2881",12.20150392
"2882",7.93934126
"2883",12.59373928
"2884",9.38707282
"2885",8.230744965
"2886",11.45715594
"2887",8.639023807
"2888",10.59266294
"2889",8.235666907
"2890",10.17747387
"2891",10.27543599
"2892",12.52122808
"2893",11.2448418
"2894",10.49055185
"2895",9.913203539
"2896",10.47124243
"2897",9.853479413
"2898",9.137914368
"2899",10.21707479
"2900",12.93445853
"2901",7.959825291
"2902",7.816118896
"2903",7.505462977
"2904",6.618520524
"2905",13.10347549
"2906",8.964312918
"2907",11.0275143
"2908",6.994329831
"2909",8.557447575
"2910",9.102240796
"2911",10.14406497
"2912",8.739276364
"2913",6.796574272
"2914",9.74532248
"2915",9.848111491
"2916",7.94315861
"2917",8.899762355
"2918",12.58206558
"2919",11.3924025
"2920",3.439411428
"2921",8.353023401
"2922",10.71385382
"2923",10.95305618
"2924",13.0638443
"2925",12.91220801
"2926",10.70948128
"2927",9.001534103
"2928",6.012225963
"2929",7.358138909
"2930",8.111267266
"2931",7.178663084
"2932",8.6348502
"2933",8.199747996
"2934",10.04765269
"2935",9.903255596
"2936",4.51454008
"2937",8.620558826
"2938",8.687296641
"2939",9.013473826
"2940",12.87970779
"2941",8.192164533
"2942",8.639728488
"2943",9.618508463
"2944",8.738026088
"2945",10.73051505
"2946",9.136692394
"2947",12.22614521
"2948",9.118372569
"2949",8.773938671
"2950",12.63218595
"2951",9.720438172
"2952",11.51929597
"2953",8.006474302
"2954",4.440953878
"2955",12.65110682
"2956",6.790781919
"2957",6.191059667
"2958",7.944419932
"2959",9.958915667
"2960",5.659419178
"2961",8.871838729
"2962",8.640071286
"2963",9.768402287
"2964",10.02719027
"2965",9.041306232
"2966",10.03397375
"2967",5.390893161
"2968",7.444404653
"2969",10.04713718
"2970",3.349669911
"2971",9.691369495
"2972",9.173726884
"2973",7.545985459
"2974",11.48601117
"2975",9.149142188
"2976",10.79262339
"2977",8.764685882
"2978",3.626977158
"2979",8.605565102
"2980",12.52688989
"2981",11.9637385
"2982",12.0440412
"2983",4.99051036
"2984",8.801622744
"2985",6.711141712
"2986",11.8864496
"2987",10.9371035
"2988",8.811209301
"2989",5.886702531
"2990",7.52067001
"2991",10.04240932
"2992",11.50029095
"2993",11.44717245
"2994",9.672552798
"2995",8.581335649
"2996",11.37724541
"2997",7.98975074
"2998",8.098541265
"2999",10.78116829
"3000",9.3849063
"3001",8.928806635
"3002",7.468585426
"3003",8.950392387
"3004",8.443812981
"3005",11.79907945
"3006",10.74889897
"3007",8.709612922
"3008",8.964713626
"3009",11.57760705
"3010",6.248464276
"3011",7.345902757
"3012",10.37016866
"3013",11.98276589
"3014",11.19908995
"3015",11.9154559
"3016",7.983144382
"3017",10.32564145
"3018",10.03123758
"3019",10.44102675
"3020",10.92378726
"3021",7.788440055
"3022",7.173892573
"3023",12.916334
"3024",8.847178398
"3025",11.32892581
"3026",8.108683118
"3027",7.96060547
"3028",9.244454823
"3029",8.002067957
"3030",9.093742741
"3031",7.474741282
"3032",10.72492368
"3033",9.599362205
"3034",10.84185761
"3035",9.955831333
"3036",11.89125231
"3037",11.01192437
"3038",9.165176745
"3039",8.473196992
"3040",9.260262651
"3041",8.434842583
"3042",8.232127083
"3043",10.13092133
"3044",10.67202554
"3045",6.98110122
"3046",11.7050162
"3047",8.823123148
"3048",7.159155948
"3049",8.770915162
"3050",8.228955497
"3051",10.31253893
"3052",6.291337119
"3053",12.54559956
"3054",12.63411035
"3055",8.253211397
"3056",12.46942034
"3057",8.535365323
"3058",6.533427931
"3059",8.140639136
"3060",9.288732278
"3061",6.910625373
"3062",10.17323897
"3063",11.18103241
"3064",13.7327871
"3065",7.465996653
"3066",9.101789399
"3067",10.33054968
"3068",11.71335372
"3069",11.70105036
"3070",10.17610436
"3071",11.72580628
"3072",6.074391517
"3073",6.76363502
"3074",7.041917215
"3075",11.82390177
"3076",11.89159543
"3077",11.14512243
"3078",11.44497075
"3079",10.6358738
"3080",11.8217066
"3081",9.417753263
"3082",8.175404524
"3083",12.27711695
"3084",10.89275606
"3085",8.185074882
"3086",13.71099743
"3087",7.988675794
"3088",12.53880299
"3089",11.69473776
"3090",7.522847929
"3091",5.926947621
"3092",12.00355282
"3093",7.336807874
"3094",9.708222543
"3095",7.225912147
"3096",10.43182819
"3097",8.840533735
"3098",7.589049382
"3099",10.41052785
"3100",8.417880303
"3101",12.46351764
"3102",11.96064156
"3103",10.11600508
"3104",7.664344263
"3105",10.12348335
"3106",11.16147143
"3107",11.74102214
"3108",9.568939604
"3109",5.591984718
"3110",11.82095716
"3111",7.362768464
"3112",8.124440615
"3113",5.627307325
"3114",9.870724794
"3115",9.913505855
"3116",9.015318168
"3117",7.339672016
"3118",7.401336372
"3119",10.77546855
"3120",11.24422886
"3121",5.442786139
"3122",11.11338369
"3123",8.957453858
"3124",12.06878682
"3125",8.967811964
"3126",6.934936278
"3127",11.72279871
"3128",9.675489408
"3129",12.20053718
"3130",9.363302914
"3131",9.287934555
"3132",9.16100448
"3133",12.75318263
"3134",8.352724496
"3135",9.85948869
"3136",6.953984875
"3137",10.94930752
"3138",7.382515999
"3139",9.02675426
"3140",11.34667753
"3141",10.47633765
"3142",10.35404135
"3143",12.61509372
"3144",5.347495672
"3145",10.09049244
"3146",12.21737596
"3147",7.534757534
"3148",8.995653696
"3149",7.220294169
"3150",9.565807302
"3151",7.481807794
"3152",12.32457863
"3153",9.450124291
"3154",6.152808726
"3155",7.664515392
"3156",10.00091136
"3157",7.793195484
"3158",6.292988567
"3159",12.77959023
"3160",7.357448439
"3161",12.4208284
"3162",9.141329425
"3163",8.660674244
"3164",14.09406499
"3165",9.04573333
"3166",9.173638112
"3167",7.313512227
"3168",10.13187414
"3169",11.01142776
"3170",8.90612175
"3171",9.955958556
"3172",10.79993074
"3173",13.90529013
"3174",9.652292727
"3175",7.70341531
"3176",4.960603668
"3177",7.265983104
"3178",10.87408636
"3179",10.0661322
"3180",6.933402228
"3181",7.936902502
"3182",10.76724194
"3183",8.654267174
"3184",7.771437023
"3185",11.41298057
"3186",9.601317918
"3187",10.24496941
"3188",8.750639726
"3189",9.940792367
"3190",10.60326552
"3191",9.182792417
"3192",8.103875976
"3193",10.98522152
"3194",14.02170583
"3195",10.41022386
"3196",9.764283869
"3197",8.241422467
"3198",8.777741306
"3199",5.472548054
"3200",10.83960609
"3201",11.39704815
"3202",10.66913057
"3203",8.516851126
"3204",8.780404045
"3205",10.74377753
"3206",11.56749996
"3207",10.21663807
"3208",9.734619093
"3209",6.801179313
"3210",7.339473175
"3211",11.43342555
"3212",13.68413307
"3213",14.67470153
"3214",8.186554399
"3215",11.61809573
"3216",11.77473911
"3217",10.11626132
"3218",10.93739788
"3219",6.583587802
"3220",12.67674173
"3221",11.06358121
"3222",7.067714948
"3223",8.257494622
"3224",8.78029573
"3225",7.240000147
"3226",11.23449256
"3227",7.806463741
"3228",6.731586727
"3229",7.965975345
"3230",11.82145386
"3231",12.26151616
"3232",12.68876111
"3233",11.0414526
"3234",9.45134347
"3235",10.1645258
"3236",10.6618058
"3237",10.24423568
"3238",12.18693313
"3239",9.594723755
"3240",11.76489167
"3241",4.848951087
"3242",10.4690966
"3243",12.59532626
"3244",7.26203473
"3245",10.94029824
"3246",10.44557184
"3247",8.929464301
"3248",11.1116171
"3249",9.808384439
"3250",9.099755663
"3251",11.71684047
"3252",10.03233904
"3253",9.817432526
"3254",7.447284745
"3255",9.177153735
"3256",9.276647328
"3257",10.28482775
"3258",8.195219788
"3259",8.730758048
"3260",9.369737858
"3261",11.40551615
"3262",9.230274141
"3263",7.064720293
"3264",9.560330994
"3265",10.33302355
"3266",9.455757657
"3267",6.091562146
"3268",12.61365609
"3269",9.220279001
"3270",6.790831478
"3271",8.374134094
"3272",9.513684272
"3273",10.64444569
"3274",8.385234404
"3275",9.63110508
"3276",7.399738368
"3277",8.964389927
"3278",8.470674504
"3279",11.35338687
"3280",10.83690093
"3281",10.4711534
"3282",6.67431805
"3283",8.220908259
"3284",8.962917756
"3285",8.373172318
"3286",12.71508421
"3287",14.03790893
"3288",10.41955023
"3289",8.455770843
"3290",13.60264775
"3291",6.710587327
"3292",10.93038603
"3293",7.041545791
"3294",12.20456216
"3295",8.895040578
"3296",11.35573229
"3297",9.81122805
"3298",8.982399361
"3299",9.050960578
"3300",8.405407844
"3301",10.02800439
"3302",10.2060995
"3303",7.594508647
"3304",10.67509561
"3305",5.30415341
"3306",9.179812351
"3307",7.523911311
"3308",6.973641043
"3309",9.478391977
"3310",8.777753972
"3311",12.35877106
"3312",7.902034028
"3313",10.04697094
"3314",12.9543194
"3315",11.19280308
"3316",9.363340101
"3317",9.918632199
"3318",9.598723493
"3319",10.70323124
"3320",11.11031922
"3321",9.14150908
"3322",8.392145689
"3323",9.233770038
"3324",8.250605349
"3325",12.06496815
"3326",6.107770768
"3327",11.21119372
"3328",12.24323524
"3329",12.2260349
"3330",8.118934315
"3331",12.65349922
"3332",11.63568134
"3333",7.600422919
"3334",10.70036248
"3335",9.065437754
"3336",10.34159334
"3337",9.996547944
"3338",13.064144
"3339",7.340539515
"3340",7.49184657
"3341",10.0041001
"3342",11.52716416
"3343",8.920037856
"3344",9.892130066
"3345",10.50416897
"3346",8.675324587
"3347",6.382079119
"3348",8.912173795
"3349",8.031588419
"3350",7.833561753
"3351",10.0325462
"3352",5.931426545
"3353",6.928026083
"3354",11.08540833
"3355",13.00422425
"3356",7.432551428
"3357",9.550035462
"3358",10.90953917
"3359",14.1379223
"3360",10.78582831
"3361",9.792308483
"3362",9.23420611
"3363",9.166884255
"3364",8.071041929
"3365",10.73542357
"3366",11.84035281
"3367",13.01271473
"3368",9.979718459
"3369",8.290959192
"3370",7.934920765
"3371",9.066555994
"3372",8.335535573
"3373",11.40566766
"3374",9.307042327
"3375",13.18244137
"3376",7.744496273
"3377",7.986157779
"3378",11.02521643
"3379",13.06636539
"3380",10.15978698
"3381",9.490583385
"3382",11.03997527
"3383",6.077484168
"3384",8.036311074
"3385",12.04100822
"3386",8.808894206
"3387",6.279198259
"3388",8.592477432
"3389",9.141358095
"3390",9.377611706
"3391",8.444564523
"3392",11.04150051
"3393",9.956724552
"3394",6.106755569
"3395",10.39911067
"3396",7.386955043
"3397",10.37870949
"3398",11.18028779
"3399",11.05275073
"3400",13.64407802
"3401",12.35891507
"3402",7.928486796
"3403",10.71234961
"3404",8.278012393
"3405",8.150540843
"3406",10.93701861
"3407",9.76319935
"3408",6.621016108
"3409",6.804357368
"3410",10.58557664
"3411",7.250838715
"3412",9.721484258
"3413",8.142097141
"3414",12.10354347
"3415",10.6120445
"3416",7.793888275
"3417",8.929264216
"3418",8.820285437
"3419",9.481270766
"3420",7.471107439
"3421",7.058309393
"3422",9.308213623
"3423",2.698727672
"3424",9.154402371
"3425",10.54841479
"3426",8.131938423
"3427",7.839391141
"3428",9.035854753
"3429",8.291113793
"3430",8.132916242
"3431",10.16473478
"3432",7.472795515
"3433",9.929980458
"3434",11.11967745
"3435",7.138837783
"3436",8.124628273
"3437",13.25538183
"3438",8.341561129
"3439",10.28687393
"3440",9.466384939
"3441",14.68281846
"3442",10.37962254
"3443",9.954779597
"3444",11.1079091
"3445",9.661456241
"3446",9.112777655
"3447",5.585512164
"3448",5.900338767
"3449",11.15942516
"3450",12.58267179
"3451",11.39839058
"3452",6.3268195
"3453",7.504832822
"3454",7.57839847
"3455",12.49045469
"3456",6.458210451
"3457",8.886358773
"3458",8.197105379
"3459",11.2198807
"3460",6.315569554
"3461",9.870946551
"3462",7.1867437
"3463",7.173227515
"3464",9.353927404
"3465",6.201782704
"3466",10.56016526
"3467",12.12779426
"3468",8.87633387
"3469",10.01261061
"3470",7.213261357
"3471",8.735997949
"3472",9.285361998
"3473",9.181412034
"3474",8.622122517
"3475",7.70353863
"3476",12.63572548
"3477",8.426225493
"3478",8.666929629
"3479",8.886461479
"3480",8.623747658
"3481",14.52987276
"3482",9.204417617
"3483",10.21259477
"3484",7.291205881
"3485",6.675346838
"3486",7.894894765
"3487",7.379354788
"3488",8.430269407
"3489",10.96485815
"3490",8.813803324
"3491",10.27122311
"3492",10.50457806
"3493",11.16031516
"3494",6.578059419
"3495",9.034934439
"3496",9.483501573
"3497",7.770301894
"3498",7.283801766
"3499",11.68858266
"3500",9.05642544
"3501",10.59891581
"3502",5.901466427
"3503",8.395778133
"3504",4.551156329
"3505",11.41603928
"3506",7.194795078
"3507",11.36962795
"3508",6.16286177
"3509",9.99639556
"3510",11.69988071
"3511",9.529729066
"3512",6.824907439
"3513",10.74106748
"3514",9.48421463
"3515",9.371479043
"3516",6.517331742
"3517",9.380510942
"3518",10.36932506
"3519",9.637770898
"3520",10.02175323
"3521",6.911714612
"3522",5.699033052
"3523",12.13123225
"3524",11.28996641
"3525",8.804592562
"3526",9.961586053
"3527",12.06979026
"3528",11.69506242
"3529",9.696137635
"3530",11.78687383
"3531",6.467742086
"3532",10.7737878
"3533",6.414712236
"3534",7.575863157
"3535",7.309803063
"3536",8.412902732
"3537",8.169613969
"3538",9.545960413
"3539",6.079998229
"3540",9.242821252
"3541",6.848942599
"3542",10.08984903
"3543",10.11026287
"3544",8.942992556
"3545",9.572667379
"3546",9.96249654
"3547",11.58249298
"3548",10.94400741
"3549",12.68013051
"3550",10.69359161
"3551",10.65761103
"3552",8.137114444
"3553",9.829833377
"3554",10.22467348
"3555",6.89828036
"3556",8.839763313
"3557",9.176067566
"3558",12.597737
"3559",11.65122165
"3560",9.881848249
"3561",8.151831425
"3562",10.03195319
"3563",11.54878449
"3564",6.433246409
"3565",7.364185239
"3566",10.2301556
"3567",6.694832618
"3568",9.036500912
"3569",9.745218977
"3570",11.04816297
"3571",9.397121511
"3572",11.10496096
"3573",10.26124909
"3574",11.11111879
"3575",10.63903352
"3576",9.407014808
"3577",10.92176958
"3578",9.141478539
"3579",6.631936185
"3580",11.92679168
"3581",8.152104113
"3582",8.425156347
"3583",5.570719246
"3584",10.37159317
"3585",7.412055064
"3586",11.32173481
"3587",9.965859847
"3588",10.2149595
"3589",5.811405011
"3590",10.3227682
"3591",10.64016686
"3592",11.29814344
"3593",11.2708539
"3594",10.66428469
"3595",10.79484679
"3596",7.12629318
"3597",9.398769683
"3598",11.23035557
"3599",7.359917605
"3600",7.747950653
"3601",12.47622396
"3602",8.200458965
"3603",5.620536584
"3604",5.108051585
"3605",6.351862267
"3606",8.081827526
"3607",8.538425187
"3608",8.820329054
"3609",6.151524741
"3610",11.21231975
"3611",12.10265097
"3612",11.7861807
"3613",8.825718074
"3614",8.118097161
"3615",11.95403946
"3616",10.40913461
"3617",11.83007362
"3618",7.42003637
"3619",11.02216272
"3620",6.150578405
"3621",10.97800881
"3622",10.68292649
"3623",10.0480086
"3624",8.969931293
"3625",11.13489882
"3626",8.217262759
"3627",12.51267216
"3628",17.31848468
"3629",13.1724641
"3630",9.741717026
"3631",8.048287029
"3632",5.970339304
"3633",10.13746104
"3634",9.090421439
"3635",10.81758525
"3636",6.743125791
"3637",9.456531535
"3638",9.151532444
"3639",9.389748848
"3640",13.14398575
"3641",5.970261602
"3642",10.95829426
"3643",9.386283863
"3644",8.198435695
"3645",7.503018472
"3646",8.306093856
"3647",6.873520708
"3648",9.92879038
"3649",12.11853488
"3650",10.24318682
"3651",8.94953481
"3652",10.16755635
"3653",11.00409038
"3654",10.45332944
"3655",11.84994825
"3656",8.357861757
"3657",5.234181249
"3658",7.746548147
"3659",7.901567017
"3660",8.04422166
"3661",10.47738207
"3662",10.91082598
"3663",11.76978334
"3664",12.61846956
"3665",9.738721792
"3666",9.003260495
"3667",5.353491978
"3668",11.15219057
"3669",8.174544068
"3670",9.984476984
"3671",7.968966735
"3672",10.16297512
"3673",7.176938012
"3674",9.071308503
"3675",10.55245417
"3676",7.163742603
"3677",10.698529
"3678",12.57059292
"3679",7.048595933
"3680",7.764567061
"3681",6.911288285
"3682",9.415632244
"3683",13.80812238
"3684",14.52070755
"3685",9.442324525
"3686",12.09713821
"3687",9.258815624
"3688",7.342521085
"3689",14.75185837
"3690",10.27108506
"3691",11.78879855
"3692",12.98922322
"3693",7.01385997
"3694",10.6970148
"3695",8.999562521
"3696",8.360673262
"3697",8.832820344
"3698",8.338969399
"3699",4.808250874
"3700",10.64909223
"3701",8.735410278
"3702",9.784878246
"3703",9.650656996
"3704",6.641063577
"3705",9.879298642
"3706",7.797831394
"3707",10.66977612
"3708",10.43372624
"3709",9.158291251
"3710",9.9176122
"3711",7.272813675
"3712",6.671104574
"3713",7.019391276
"3714",10.11920481
"3715",10.28019469
"3716",7.155013023
"3717",6.89470246
"3718",8.390223652
"3719",10.74687146
"3720",10.07121166
"3721",13.22167573
"3722",7.383260009
"3723",7.697306231
"3724",8.897508371
"3725",10.10600926
"3726",8.526493781
"3727",6.930096145
"3728",10.34962643
"3729",10.5430107
"3730",6.715599432
"3731",12.37579466
"3732",10.85350855
"3733",8.603969336
"3734",12.58599887
"3735",8.36202584
"3736",10.82894513
"3737",11.46580692
"3738",12.64030774
"3739",6.016223381
"3740",9.486554792
"3741",7.207738884
"3742",13.26741834
"3743",8.588900075
"3744",8.053785608
"3745",8.43879997
"3746",11.17953908
"3747",10.32211942
"3748",5.860325842
"3749",8.351816915
"3750",11.68963903
"3751",8.932008614
"3752",10.14937543
"3753",6.896363197
"3754",10.33953337
"3755",8.991524965
"3756",10.00608234
"3757",8.089473952
"3758",10.04550956
"3759",6.143809389
"3760",7.109195872
"3761",8.879756901
"3762",8.368086976
"3763",9.842937327
"3764",7.221144952
"3765",8.076590589
"3766",10.63826427
"3767",10.5522489
"3768",7.842912849
"3769",9.648167847
"3770",11.10536367
"3771",7.029637535
"3772",9.073646448
"3773",10.26784684
"3774",11.83967807
"3775",9.765175248
"3776",7.488084045
"3777",11.56700552
"3778",6.126341761
"3779",10.42505592
"3780",12.05243442
"3781",11.44631544
"3782",12.39187661
"3783",8.484515989
"3784",10.58036245
"3785",6.069665891
"3786",8.679881106
"3787",8.543477295
"3788",12.07668931
"3789",9.778963197
"3790",8.708997668
"3791",11.32726846
"3792",10.17339612
"3793",8.010093394
"3794",9.452064433
"3795",8.090764099
"3796",9.321195135
"3797",11.71664273
"3798",11.79812109
"3799",9.368008155
"3800",8.12757377
"3801",8.752995469
"3802",6.944452999
"3803",10.41407006
"3804",8.720875696
"3805",10.74445005
"3806",7.670353363
"3807",7.366734163
"3808",10.69896517
"3809",10.10759874
"3810",8.275616392
"3811",9.195441161
"3812",9.290263666
"3813",10.82953873
"3814",11.61047335
"3815",10.53928594
"3816",7.683016261
"3817",11.31927875
"3818",10.52124656
"3819",8.842124478
"3820",10.36623403
"3821",10.64594547
"3822",9.386545411
"3823",9.084070485
"3824",9.67315872
"3825",5.951104176
"3826",15.9883967
"3827",7.517649616
"3828",9.226866868
"3829",6.144418484
"3830",11.97169608
"3831",7.658393629
"3832",5.403660448
"3833",8.911724846
"3834",11.05618592
"3835",8.161643288
"3836",9.982787136
"3837",7.040309353
"3838",7.160427217
"3839",9.738617777
"3840",9.32370618
"3841",9.871385017
"3842",11.41592449
"3843",12.41594107
"3844",11.44953509
"3845",10.20613991
"3846",11.01812627
"3847",9.927649789
"3848",10.67696575
"3849",8.390535038
"3850",13.14947941
"3851",5.255846725
"3852",11.01239205
"3853",13.26805124
"3854",10.02538374
"3855",7.990294822
"3856",8.933191657
"3857",8.61212585
"3858",8.266911379
"3859",8.422330183
"3860",10.07667835
"3861",9.581244677
"3862",7.80287953
"3863",10.48875337
"3864",7.24590761
"3865",9.018384989
"3866",10.57602759
"3867",11.55165959
"3868",10.91713417
"3869",12.44065488
"3870",10.96190062
"3871",11.94052607
"3872",7.535093611
"3873",11.60870565
"3874",7.240771697
"3875",14.08668508
"3876",11.17605163
"3877",11.22827179
"3878",13.23976525
"3879",10.57737353
"3880",8.847369319
"3881",9.443779837
"3882",5.140388485
"3883",11.85712613
"3884",11.38022484
"3885",8.049100041
"3886",7.876506077
"3887",6.004599985
"3888",8.458050786
"3889",5.518601669
"3890",10.64361715
"3891",9.116628682
"3892",5.472174968
"3893",7.880286636
"3894",10.53843794
"3895",8.732932712
"3896",11.77375197
"3897",8.565196552
"3898",9.700608577
"3899",9.514206396
"3900",10.08541659
"3901",8.495938898
"3902",6.874558453
"3903",5.542174521
"3904",12.79886789
"3905",12.09726077
"3906",10.50979608
"3907",5.127890794
"3908",7.556560325
"3909",10.31272312
"3910",11.0424788
"3911",12.79096212
"3912",10.19717219
"3913",11.42982348
"3914",7.502821167
"3915",5.940900506
"3916",12.96744465
"3917",10.0269401
"3918",12.86859573
"3919",10.91699279
"3920",6.628706075
"3921",5.536406085
"3922",6.013200521
"3923",10.22568973
"3924",13.21370589
"3925",6.906231446
"3926",6.342606258
"3927",9.160345213
"3928",5.540876082
"3929",8.352770607
"3930",11.52481074
"3931",8.236782694
"3932",11.15507519
